,segment,ring,x,y,path,block_id,City,Month,AvgTemperature
1699,7,6,2.02591685167953,4.01816636167306,6,192,Bordeaux,6,19.31851851851852
1700,7,6,1.9573932059752,4.0519886274769,7,192,Bordeaux,6,19.31851851851852
1701,7,6,1.88830511228391,4.08464243268887,8,192,Bordeaux,6,19.31851851851852
1702,7,6,1.8186724933454,4.11611836102278,9,192,Bordeaux,6,19.31851851851852
1703,7,6,1.74851542892261,4.14640733585348,10,192,Bordeaux,6,19.31851851851852
1704,7,6,1.67785415001139,4.17550062283429,11,192,Bordeaux,6,19.31851851851852
1705,7,6,1.78971109334548,4.45386733102325,12,192,Bordeaux,6,19.31851851851852
1706,7,6,1.86508312418412,4.42283449157705,13,192,Bordeaux,6,19.31851851851852
1707,7,6,1.93991732623509,4.39052625175763,14,192,Bordeaux,6,19.31851851851852
1708,7,6,2.01419211976951,4.35695192820146,15,192,Bordeaux,6,19.31851851851852
1709,7,6,2.08788608637355,4.32212120264203,16,192,Bordeaux,6,19.31851851851852
1710,7,6,2.16097797512483,4.28604411911793,17,192,Bordeaux,6,19.31851851851852
1711,7,6,2.23344670872047,4.24873108107653,18,192,Bordeaux,6,19.31851851851852
1712,7,6,2.30527138955508,4.21019284837391,19,192,Bordeaux,6,19.31851851851852
1713,7,6,2.37643130574696,4.17044053417211,20,192,Bordeaux,6,19.31851851851852
1714,7,6,2.44690593711075,4.12948560173446,21,192,Bordeaux,6,19.31851851851852
1715,7,6,2.51667496107471,4.08733986111989,22,192,Bordeaux,6,19.31851851851852
1716,7,7,2.51667496107471,4.08733986111989,1,229,Bordeaux,7,23.56451612903226
1717,7,7,2.44690593711075,4.12948560173446,2,229,Bordeaux,7,23.56451612903226
1718,7,7,2.37643130574696,4.17044053417211,3,229,Bordeaux,7,23.56451612903226
1719,7,7,2.30527138955508,4.21019284837391,4,229,Bordeaux,7,23.56451612903226
1720,7,7,2.23344670872047,4.24873108107653,5,229,Bordeaux,7,23.56451612903226
1721,7,7,2.16097797512483,4.28604411911793,6,229,Bordeaux,7,23.56451612903226
1722,7,7,2.08788608637355,4.32212120264203,7,229,Bordeaux,7,23.56451612903226
1723,7,7,2.01419211976951,4.35695192820146,8,229,Bordeaux,7,23.56451612903226
